date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:09:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:50%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/manifest.js?180bf15e7ff8e324f92a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/manifest3848.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:52%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/commons/app.js?6847c1edc48e42826517	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/commons/appa54e.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:50	2706/2706	---MCZ	200	added ('OK')	application/javascript	etag:W/%226e6114fca30fc5d874b31d7739196802%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/manifest.js?180bf15e7ff8e324f92a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/manifest3848.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:52%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/gsap.js?15c6615f0c6465dd777a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/gsapf9f4.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:51	223092/223092	---MCZ	200	added ('OK')	application/javascript	etag:W/%2293c1c4d1c2556be7a62c2bf59ea753e2%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/commons/app.js?6847c1edc48e42826517	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/commons/appa54e.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:54%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/app.css?75be745b5140560f9058	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/app2f05.css	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:53	62877/62877	---MCZ	200	added ('OK')	application/javascript	etag:W/%22616e25739bef24cce2b1b2d49dfd74e0%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/gsap.js?15c6615f0c6465dd777a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/gsapf9f4.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:55%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/app.js?c871d4f03f27f49b130a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/app2aac.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:53	17434/17434	---MCZ	200	added ('OK')	text/css	etag:W/%222489beaef6f6b1ccddb9d04787e1161f%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/app.css?75be745b5140560f9058	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/app2f05.css	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:53	931982/931982	---MCZ	200	added ('OK')	application/javascript	etag:W/%229d10e83bccaae48ea8fe95c93e61569e%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/app.js?c871d4f03f27f49b130a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/app2aac.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:56%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/payload.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/payload.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:58%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/manifest.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/manifest.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:56	3105/3105	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bb2b4e8c8663891fcbf7308e543870e3%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/payload.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/payload.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:56	204/204	---M--	200	added ('OK')	application/javascript	etag:%227a071a7f1cb574c5d3a44197a5c7b761%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/manifest.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/static/1631121446/manifest.js	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jan%202023%2017:09:58%20GMT	http://thechoiceisyours.whatisthematrix.com/_nuxt/videos/teaser-outro-mobile.mp4?ff6c4175f7fbe8ca0cfc2da9d46ea48a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/videos/teaser-outro-mobileca61.mp4	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:57	164583/164583	---M--	200	added ('OK')	video/mp4	etag:%22e5cb3037065f4935ae99dabe3c0e8947%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/videos/teaser-outro-mobile.mp4?ff6c4175f7fbe8ca0cfc2da9d46ea48a	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/videos/teaser-outro-mobileca61.mp4	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:58	51165/51165	---M--	200	added ('OK')	text/html	etag:%2299f8196b8ccf67be8f9063d49fa3a8e6%22	https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:59	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2006%20Jan%202023%2017:10:00%20GMT	https://fonts.googleapis.com/robots.txt		(from https://thechoiceisyours.whatisthematrix.com/)
01:09:59	19815/19815	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jan%202023%2017:10:01%20GMT	https://browsehappy.com/	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/browsehappy.com/index.html	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:59	10522/10522	---M-Z	200	added ('OK')	text/html	etag:%22291a-5c78cf73efad9-gzip%22	https://policyhub.warnerbros.com/	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policyhub.warnerbros.com/index.html	(from https://thechoiceisyours.whatisthematrix.com/)
01:09:59	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jan%202023%2017:10:01%20GMT	https://fonts.gstatic.com/robots.txt		(from https://thechoiceisyours.whatisthematrix.com/)
01:10:00	129584/129584	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2011%20May%202022%2019:25:02%20GMT	https://fonts.gstatic.com/s/roboto/v30/KFOmCnqEu92Fr1Me5Q.ttf	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/fonts.gstatic.com/s/roboto/v30/KFOmCnqEu92Fr1Me5Q.ttf	(from https://fonts.googleapis.com/css2?family=Roboto&display=swap)
01:10:00	85192/85192	---M--	200	added ('OK')	image/png	etag:%22a83c1fcb522059d4b5ed4139392e2522%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/images/_generated/sprite-desktop-default.png?469720b43a06ce2c258a28f16bde1039	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/images/_generated/sprite-desktop-default745d.png	(from https://thechoiceisyours.whatisthematrix.com/_nuxt/app.css?75be745b5140560f9058)
01:10:00	59384/59384	---M--	200	added ('OK')	image/png	etag:%225c1b9ce190d03b9484abf62db2304afe%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/images/_generated/sprite-mobile-default.png?9c57a879c38faf17c197bc8986743eb8	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/images/_generated/sprite-mobile-default1b58.png	(from https://thechoiceisyours.whatisthematrix.com/_nuxt/app.css?75be745b5140560f9058)
01:10:00	154676/154676	---MCZ	200	added ('OK')	font/ttf	etag:W/%22228126bc49970c1f293e1bf96e8e2604%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/assets/fonts/LibreBaskerville-Regular.ttf?a27f99ca45522bb3d56d18c0822142d4	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/assets/fonts/LibreBaskerville-Regular5a8b.ttf	(from https://thechoiceisyours.whatisthematrix.com/_nuxt/app.css?75be745b5140560f9058)
01:10:01	169464/169464	---MCZ	200	added ('OK')	font/ttf	etag:W/%229d9ef03aa28bc0654c49fa9ce454ccda%22	https://thechoiceisyours.whatisthematrix.com/_nuxt/assets/fonts/FiraMono-Regular.ttf?68fc4c9a4dab75d4310ffc1ec7314e07	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/thechoiceisyours.whatisthematrix.com/_nuxt/assets/fonts/FiraMono-Regular624f.ttf	(from https://thechoiceisyours.whatisthematrix.com/_nuxt/app.css?75be745b5140560f9058)
01:10:01	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jan%202023%2017:10:03%20GMT	https://policyhub.warnerbros.com/robots.txt		(from https://thechoiceisyours.whatisthematrix.com/)
01:10:02	121200/121200	---M--	200	added ('OK')	text/css	etag:%221d970-590c155f0d1aa%22	https://policyhub.warnerbros.com/css/bootstrap.min.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policyhub.warnerbros.com/css/bootstrap.min.css	(from https://policyhub.warnerbros.com/)
01:10:02	3109/3109	---M--	200	added ('OK')	text/css	etag:%22c25-590c6fe3404d3%22	https://policyhub.warnerbros.com/css/style.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policyhub.warnerbros.com/css/style.css	(from https://policyhub.warnerbros.com/)
01:10:03	2020/2020	---M--	200	added ('OK')	image/png	etag:%227e4-5c78828876502%22	https://policyhub.warnerbros.com/img/wb_logo.png	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policyhub.warnerbros.com/img/wb_logo.png	(from https://policyhub.warnerbros.com/)
01:10:03	345/345	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jan%202023%2017:10:05%20GMT	https://policies.warnerbros.com/robots.txt		(from https://thechoiceisyours.whatisthematrix.com/)
01:10:03	3216/3216	---M--	200	added ('OK')	text/css	etag:%2235619a67b74b1ea467172044e9146f7e%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_lQaZfjVpwP_oGNqdtWCSpJT1EMqXdMiU84ekLLxQnc4.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_lQaZfjVpwP_oGNqdtWCSpJT1EMqXdMiU84ekLLxQnc4.css	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:03	18174/18174	---M--	200	added ('OK')	text/css	etag:%22b4b8fea90310d656b21152f583f2bf2d%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_5pKZ_icVn1rjuWN1Hf35JUHj-V1f2mERwyJyfE31xFA.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_5pKZ_icVn1rjuWN1Hf35JUHj-V1f2mERwyJyfE31xFA.css	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:04	56893/56893	---M--	200	added ('OK')	text/css	etag:%227ddacd7a24d9ce4965a126906c17a856%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_n4pLmwDW7Ffu1lJePEd0Kze6bTEjpmRwS3X8zPlUmbA.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_n4pLmwDW7Ffu1lJePEd0Kze6bTEjpmRwS3X8zPlUmbA.css	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:04	4933/4933	---M--	200	added ('OK')	text/css	etag:%22dd5ccc80c2c61a549dc85630c698dc8e%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_Os-9zuWjiYq18YEM1l20IA_CPm7PQaNDJWWhJavnS24.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_Os-9zuWjiYq18YEM1l20IA_CPm7PQaNDJWWhJavnS24.css	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:05	400/400	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jan%202023%2017:10:07%20GMT	https://policies.warnerbros.com/privacy/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:06	688060/688060	---M--	200	added ('OK')	text/css	etag:%227076d7b17c04a2e804749a3448c1d8c4%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_AeFcjKJUQ_RGLlpbjlhZl_b56MoOvBlBADe3vbzjIBY.css	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/css/css_AeFcjKJUQ_RGLlpbjlhZl_b56MoOvBlBADe3vbzjIBY.css	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:06	148888/148888	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c62679fc1c90ce655fe8a5e12ecf29fb%22	https://www.warnerbros.com/profiles/lightning/modules/contrib/jquery_update/replace/jquery/1.10/jquery.min.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/www.warnerbros.com/profiles/lightning/modules/contrib/jquery_update/replace/jquery/1.10/jquery.min.25.delayed	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:06	23306/23306	---M--	200	added ('OK')	application/javascript	etag:%22716cc0dee8b35a3d974cdfed99e8b4aa%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_eITjJ7S3cS4HvoQgGe2eYuiCQvqzvmMhPdg7iN_RXtQ.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_eITjJ7S3cS4HvoQgGe2eYuiCQvqzvmMhPdg7iN_RXtQ.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:07	405/405	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jan%202023%2017:10:08%20GMT	https://policies.warnerbros.com/privacy/ajax.googleapis.com/ajax/libs/jqueryui/1.10.2/jquery-ui.min.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/ajax.googleapis.com/ajax/libs/jqueryui/1.10.2/jquery-ui.min.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:08	148888/148888	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c62679fc1c90ce655fe8a5e12ecf29fb%22	https://www.warnerbros.com/profiles/lightning/modules/contrib/jquery_update/replace/ui/ui/minified/jquery-ui.min.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/www.warnerbros.com/profiles/lightning/modules/contrib/jquery_update/replace/ui/ui/minified/jquery-ui.min.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:09	997/997	---M--	200	added ('OK')	binary/octet-stream	etag:%22d2780973ae93f7f04926a6a4c6d3d878%22	https://policies.warnerbros.com/privacy/en-us/html/sites/all/modules/custom/wb_cookie_manager/scripts/cookie_manager.js%3Fp8xss0	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/all/modules/custom/wb_cookie_manager/scripts/cookie_manager.js_p8xss0	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:09	58441/58441	---M--	200	added ('OK')	application/javascript	etag:%22944bde402a058b965c65c73be16eef1b%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_WQz39JPdBAEzzi2VI969MXEZhwuBy8_Kmq05FhJwLSc.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_WQz39JPdBAEzzi2VI969MXEZhwuBy8_Kmq05FhJwLSc.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:09	38978/38978	---M--	200	added ('OK')	application/javascript	etag:%2251868c47d7aa6b2ff933765ed1cc1e85%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_ZYxYmVBew0pcyvxLC9mOSE1bcqS_s78Q7TpNh8E52UM.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_ZYxYmVBew0pcyvxLC9mOSE1bcqS_s78Q7TpNh8E52UM.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:09	17315/17315	---M--	200	added ('OK')	application/javascript	etag:%22f3f2c611c6243eb6e9ea9f5e434f08fd%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_eC25JwTVUjOlQwEI7AA3feI8dnRXnYeoVZF8veTbWMM.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_eC25JwTVUjOlQwEI7AA3feI8dnRXnYeoVZF8veTbWMM.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:09	44881/44881	---M--	200	added ('OK')	application/javascript	etag:%228374f861d8f79af98520fa51f40276b3%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_rtw3T7pnWkzXfJNcZfe6qq7WDnlfPI8jBO_-eXARDpY.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_rtw3T7pnWkzXfJNcZfe6qq7WDnlfPI8jBO_-eXARDpY.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:09	21423/21423	---M--	200	added ('OK')	application/javascript	etag:%224dc3a1627854c92621eb50f9e7c976d5%22	https://policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_XBKt9jvOXFFD8gHKjCH8sQfrcs8T6xDQel0xY6GCYIY.js	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/policies.warnerbros.com/privacy/en-us/html/sites/default/files/js/js_XBKt9jvOXFFD8gHKjCH8sQfrcs8T6xDQel0xY6GCYIY.js	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:11	148888/148888	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c62679fc1c90ce655fe8a5e12ecf29fb%22	https://www.warnerbros.com/misc/ico/apple-touch-icon-144-precomposed.png	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/www.warnerbros.com/misc/ico/apple-touch-icon-144-precomposed.png	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:12	148888/148888	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c62679fc1c90ce655fe8a5e12ecf29fb%22	https://www.warnerbros.com/misc/ico/apple-touch-icon-114-precomposed.png	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/www.warnerbros.com/misc/ico/apple-touch-icon-114-precomposed.png	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
01:10:13	148888/148888	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c62679fc1c90ce655fe8a5e12ecf29fb%22	https://www.warnerbros.com/misc/ico/apple-touch-icon-72-precomposed.png	C:/My%20Web%20Sites/thechoiceisyours.whatisthematrix.com/https___thechoiceisyours.whatisthematrix.com_/www.warnerbros.com/misc/ico/apple-touch-icon-72-precomposed.png	(from https://policies.warnerbros.com/privacy/en-us/html/privacy_en-us_1.0.0.html)
